drug_id	gene_id	variant_id	association	cancer_id	cancer_type	subtype	reference
CHEMBL53463	COSG87130	DUMMY_COSG87130	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL53463	COSG87130	DUMMY_COSG87130	generic	26	Other	tumor	Anticancer Fund
CHEMBL53463	COSG87130	DUMMY_COSG87130	generic	24	Thymic Cancer	Advanced Thymoma	Anticancer Fund
CHEMBL53463	COSG87130	DUMMY_COSG87130	generic	25	Uterine Sarcoma	Advanced uterine sarcoma	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	2	Acute Myeloid Leukemia	Acute Myeloblastic Leukemia	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	7	Endometrial Cancer	Advanced Endometrial Cancer	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	21	Soft Tissue Sarcoma	Advanced Soft Tissue Sarcoma	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	3	Bladder Cancer	Bladder transitional cell carcinoma	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	26	Other	Carcinoma, Bronchogenic	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	26	Other	Gastric Carcinoma	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	26	Other	Kaposi&#39;s Sarcoma AIDS Related	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	11	Lymphoma	Lymphoma, Hodgkins	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	11	Lymphoma	Malignant Lymphomas	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	26	Other	Mycosis Fungoides (MF)	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	16	Ovarian Cancer	Ovarian Cancer Metastatic	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	16	Ovarian Cancer	Ovarian Carcinoma	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	26	Other	Sarcoma, Bone	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	26	Other	Sezary Syndrome	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	21	Soft Tissue Sarcoma	Soft Tissue Sarcoma (STS)	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	26	Other	Thyroid Carcinoma	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	26	Other	Waldenstrom&#39;s Macroglobulinemia (WM)	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	26	Other	tumor	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	24	Thymic Cancer	Advanced Thymoma	Anticancer Fund
CHEMBL53463	COSG99109	DUMMY_COSG99109	generic	25	Uterine Sarcoma	Advanced uterine sarcoma	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	2	Acute Myeloid Leukemia	Acute Myeloblastic Leukemia	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	7	Endometrial Cancer	Advanced Endometrial Cancer	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	21	Soft Tissue Sarcoma	Advanced Soft Tissue Sarcoma	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	3	Bladder Cancer	Bladder transitional cell carcinoma	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	26	Other	Carcinoma, Bronchogenic	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	26	Other	Gastric Carcinoma	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	26	Other	Kaposi&#39;s Sarcoma AIDS Related	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	11	Lymphoma	Lymphoma, Hodgkins	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	11	Lymphoma	Malignant Lymphomas	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	26	Other	Mycosis Fungoides (MF)	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	16	Ovarian Cancer	Ovarian Cancer Metastatic	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	16	Ovarian Cancer	Ovarian Carcinoma	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	26	Other	Sarcoma, Bone	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	26	Other	Sezary Syndrome	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	21	Soft Tissue Sarcoma	Soft Tissue Sarcoma (STS)	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	26	Other	Thyroid Carcinoma	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	26	Other	Waldenstrom&#39;s Macroglobulinemia (WM)	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	26	Other	tumor	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	24	Thymic Cancer	Advanced Thymoma	Anticancer Fund
CHEMBL53463	COSG71043	DUMMY_COSG71043	generic	25	Uterine Sarcoma	Advanced uterine sarcoma	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	2	Acute Myeloid Leukemia	Acute Myeloblastic Leukemia	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	7	Endometrial Cancer	Advanced Endometrial Cancer	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	21	Soft Tissue Sarcoma	Advanced Soft Tissue Sarcoma	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	3	Bladder Cancer	Bladder transitional cell carcinoma	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	26	Other	Carcinoma, Bronchogenic	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	26	Other	Gastric Carcinoma	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	26	Other	Kaposi&#39;s Sarcoma AIDS Related	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	11	Lymphoma	Lymphoma, Hodgkins	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	11	Lymphoma	Malignant Lymphomas	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	26	Other	Mycosis Fungoides (MF)	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	16	Ovarian Cancer	Ovarian Cancer Metastatic	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	16	Ovarian Cancer	Ovarian Carcinoma	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	26	Other	Sarcoma, Bone	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	26	Other	Sezary Syndrome	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	21	Soft Tissue Sarcoma	Soft Tissue Sarcoma (STS)	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	26	Other	Thyroid Carcinoma	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	26	Other	Waldenstrom&#39;s Macroglobulinemia (WM)	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	26	Other	tumor	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	24	Thymic Cancer	Advanced Thymoma	Anticancer Fund
CHEMBL53463	COSG59012	DUMMY_COSG59012	generic	25	Uterine Sarcoma	Advanced uterine sarcoma	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	2	Acute Myeloid Leukemia	Acute Myeloblastic Leukemia	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	7	Endometrial Cancer	Advanced Endometrial Cancer	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	21	Soft Tissue Sarcoma	Advanced Soft Tissue Sarcoma	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	3	Bladder Cancer	Bladder transitional cell carcinoma	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	26	Other	Carcinoma, Bronchogenic	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	26	Other	Gastric Carcinoma	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	26	Other	Kaposi&#39;s Sarcoma AIDS Related	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	11	Lymphoma	Lymphoma, Hodgkins	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	11	Lymphoma	Malignant Lymphomas	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	26	Other	Mycosis Fungoides (MF)	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	16	Ovarian Cancer	Ovarian Cancer Metastatic	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	16	Ovarian Cancer	Ovarian Carcinoma	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	26	Other	Sarcoma, Bone	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	26	Other	Sezary Syndrome	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	21	Soft Tissue Sarcoma	Soft Tissue Sarcoma (STS)	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	26	Other	Thyroid Carcinoma	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	26	Other	Waldenstrom&#39;s Macroglobulinemia (WM)	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	26	Other	tumor	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	24	Thymic Cancer	Advanced Thymoma	Anticancer Fund
CHEMBL53463	COSG106962	DUMMY_COSG106962	generic	25	Uterine Sarcoma	Advanced uterine sarcoma	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	2	Acute Myeloid Leukemia	Acute Myeloblastic Leukemia	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	7	Endometrial Cancer	Advanced Endometrial Cancer	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	21	Soft Tissue Sarcoma	Advanced Soft Tissue Sarcoma	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	3	Bladder Cancer	Bladder transitional cell carcinoma	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	26	Other	Carcinoma, Bronchogenic	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	26	Other	Gastric Carcinoma	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	26	Other	Kaposi&#39;s Sarcoma AIDS Related	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	11	Lymphoma	Lymphoma, Hodgkins	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	11	Lymphoma	Malignant Lymphomas	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	26	Other	Mycosis Fungoides (MF)	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	16	Ovarian Cancer	Ovarian Cancer Metastatic	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	16	Ovarian Cancer	Ovarian Carcinoma	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	26	Other	Sarcoma, Bone	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	26	Other	Sezary Syndrome	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	21	Soft Tissue Sarcoma	Soft Tissue Sarcoma (STS)	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	26	Other	Thyroid Carcinoma	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	26	Other	Waldenstrom&#39;s Macroglobulinemia (WM)	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	26	Other	tumor	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	24	Thymic Cancer	Advanced Thymoma	Anticancer Fund
CHEMBL53463	COSG108145	DUMMY_COSG108145	generic	25	Uterine Sarcoma	Advanced uterine sarcoma	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	2	Acute Myeloid Leukemia	Acute Myeloblastic Leukemia	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	7	Endometrial Cancer	Advanced Endometrial Cancer	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	21	Soft Tissue Sarcoma	Advanced Soft Tissue Sarcoma	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	3	Bladder Cancer	Bladder transitional cell carcinoma	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	26	Other	Carcinoma, Bronchogenic	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	26	Other	Gastric Carcinoma	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	26	Other	Kaposi&#39;s Sarcoma AIDS Related	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	11	Lymphoma	Lymphoma, Hodgkins	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	11	Lymphoma	Malignant Lymphomas	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	26	Other	Mycosis Fungoides (MF)	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	16	Ovarian Cancer	Ovarian Cancer Metastatic	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	16	Ovarian Cancer	Ovarian Carcinoma	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	26	Other	Sarcoma, Bone	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	26	Other	Sezary Syndrome	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	21	Soft Tissue Sarcoma	Soft Tissue Sarcoma (STS)	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	26	Other	Thyroid Carcinoma	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	26	Other	Waldenstrom&#39;s Macroglobulinemia (WM)	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	26	Other	tumor	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	24	Thymic Cancer	Advanced Thymoma	Anticancer Fund
CHEMBL53463	COSG61632	DUMMY_COSG61632	generic	25	Uterine Sarcoma	Advanced uterine sarcoma	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	2	Acute Myeloid Leukemia	Acute Myeloblastic Leukemia	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	7	Endometrial Cancer	Advanced Endometrial Cancer	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	21	Soft Tissue Sarcoma	Advanced Soft Tissue Sarcoma	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	3	Bladder Cancer	Bladder transitional cell carcinoma	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	26	Other	Carcinoma, Bronchogenic	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	26	Other	Gastric Carcinoma	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	26	Other	Kaposi&#39;s Sarcoma AIDS Related	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	11	Lymphoma	Lymphoma, Hodgkins	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	11	Lymphoma	Malignant Lymphomas	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	26	Other	Mycosis Fungoides (MF)	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	16	Ovarian Cancer	Ovarian Cancer Metastatic	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	16	Ovarian Cancer	Ovarian Carcinoma	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	26	Other	Sarcoma, Bone	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	26	Other	Sezary Syndrome	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	21	Soft Tissue Sarcoma	Soft Tissue Sarcoma (STS)	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	26	Other	Thyroid Carcinoma	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	26	Other	Waldenstrom&#39;s Macroglobulinemia (WM)	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	26	Other	tumor	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	24	Thymic Cancer	Advanced Thymoma	Anticancer Fund
CHEMBL53463	COSG64752	DUMMY_COSG64752	generic	25	Uterine Sarcoma	Advanced uterine sarcoma	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	2	Acute Myeloid Leukemia	Acute Myeloblastic Leukemia	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	7	Endometrial Cancer	Advanced Endometrial Cancer	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	21	Soft Tissue Sarcoma	Advanced Soft Tissue Sarcoma	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	3	Bladder Cancer	Bladder transitional cell carcinoma	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	26	Other	Carcinoma, Bronchogenic	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	26	Other	Gastric Carcinoma	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	26	Other	Kaposi&#39;s Sarcoma AIDS Related	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	11	Lymphoma	Lymphoma, Hodgkins	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	11	Lymphoma	Malignant Lymphomas	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	26	Other	Mycosis Fungoides (MF)	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	16	Ovarian Cancer	Ovarian Cancer Metastatic	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	16	Ovarian Cancer	Ovarian Carcinoma	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	26	Other	Sarcoma, Bone	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	26	Other	Sezary Syndrome	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	21	Soft Tissue Sarcoma	Soft Tissue Sarcoma (STS)	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	26	Other	Thyroid Carcinoma	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	26	Other	Waldenstrom&#39;s Macroglobulinemia (WM)	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	26	Other	Wilms&#39	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	26	Other	tumor	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	24	Thymic Cancer	Advanced Thymoma	Anticancer Fund
CHEMBL53463	COSG86533	DUMMY_COSG86533	generic	25	Uterine Sarcoma	Advanced uterine sarcoma	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	1	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukaemias (ALL)	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	2	Acute Myeloid Leukemia	Acute Myeloblastic Leukemia	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	7	Endometrial Cancer	Advanced Endometrial Cancer	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	21	Soft Tissue Sarcoma	Advanced Soft Tissue Sarcoma	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	3	Bladder Cancer	Bladder transitional cell carcinoma	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	26	Other	Carcinoma, Bronchogenic	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	26	Other	Gastric Carcinoma	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	26	Other	Kaposi&#39;s Sarcoma AIDS Related	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	11	Lymphoma	Lymphoma, Hodgkins	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	11	Lymphoma	Malignant Lymphomas	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	13	Myeloma	Multiple Myeloma (MM)	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	26	Other	Mycosis Fungoides (MF)	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	14	Neuroblastoma	Neuroblastomas	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	16	Ovarian Cancer	Ovarian Cancer Metastatic	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	16	Ovarian Cancer	Ovarian Carcinoma	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	26	Other	Sarcoma, Bone	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	26	Other	Sezary Syndrome	Anticancer Fund
CHEMBL53463	COSG104741	DUMMY_COSG104741	generic	21	Soft Tissue Sarcoma	Soft Tissue Sarcoma (STS)	Anticancer Fund
